9981.27,2.47304,1
9930.9,2.47309,1
9881,2.47288,1
9831.12,2.47259,1
9781.25,2.47243,1
9731.33,2.47238,1
9681.46,2.47247,1
9631.59,2.47234,1
9581.73,2.47221,1
9531.69,2.4722,1
9484.03,2.47214,1
9432.56,2.47208,1
9382.33,2.47178,1
9332.37,2.47166,1
9282.36,2.47147,1
9232.59,2.47128,1
9182.67,2.47112,1
9132.93,2.47115,1
9083.38,2.47089,1
9033.45,2.47073,1
8983.4,2.4707,1
8934.66,2.47054,1
8885.27,2.47021,1
8833.76,2.47002,1
8784.01,2.46991,1
8734.08,2.46981,1
8684.32,2.46977,1
8634.61,2.46938,1
8584.5,2.46905,1
8534.68,2.46884,1
8484.99,2.46856,1
8434.9,2.46835,1
8386.23,2.46816,1
8336.8,2.46839,1
8285.38,2.46785,1
8235.49,2.46761,1
8185.84,2.4675,1
8135.74,2.46745,1
8086.08,2.46731,1
8036.18,2.46702,1
7986.17,2.46685,1
7936.36,2.46654,1
7886.59,2.46629,1
7837.19,2.46616,1
7788.72,2.46601,1
7736.93,2.4657,1
7687.12,2.46546,1
7636.95,2.46538,1
7587.32,2.46543,1
7537.45,2.46544,1
7487.44,2.46526,1
7437.73,2.46482,1
7387.78,2.46455,1
7338.07,2.4642,1
7290.59,2.46403,1
7238.3,2.4638,1
7188.46,2.46356,1
7138.5,2.46352,1
7088.57,2.46311,1
7038.84,2.46283,1
6988.91,2.46269,1
6938.95,2.46237,1
6889.32,2.46222,1
6839.43,2.46192,1
6789.54,2.46175,1
6741.48,2.46163,1
6690.22,2.46123,1
6639.81,2.46081,1
6589.85,2.46041,1
6540.13,2.46024,1
6490.12,2.46007,1
6440.44,2.45989,1
6390.65,2.45944,1
6340.6,2.45916,1
6290.62,2.45881,1
6241.03,2.45853,1
6192.47,2.45822,1
6142.27,2.45797,1
6091.24,2.45758,1
6041.59,2.45721,1
5991.63,2.45733,1
5941.79,2.45697,1
5891.87,2.4567,1
5841.97,2.45628,1
5792.15,2.45601,1
5742.39,2.45577,1
5692.57,2.45528,1
5643.43,2.45494,1
5594.06,2.45449,1
5542.83,2.45413,1
5492.94,2.45358,1
5443.09,2.45337,1
5393.12,2.45288,1
5343.28,2.45262,1
5293.39,2.45226,1
5243.73,2.4518,1
5193.59,2.45135,1
5143.92,2.45101,1
5094.53,2.4505,1
5046.01,2.45008,1
4994.45,2.44949,1
4944.36,2.44907,1
4894.55,2.44863,1
4844.81,2.44808,1
4794.72,2.44765,1
4744.91,2.44732,1
4695.07,2.44686,1
4645,2.44611,1
4595.3,2.44555,1
4545.94,2.44513,1
4497.61,2.4445,1
4445.7,2.44394,1
4395.79,2.44355,1
4346.17,2.44289,1
4296.24,2.44233,1
4246.43,2.44146,1
4196.57,2.44075,1
4146.5,2.44004,1
4096.7,2.43921,1
4046.96,2.43844,1
3999.22,2.43768,1
3947.05,2.43686,1
3897.19,2.43605,1
3847.33,2.43517,1
3797.36,2.43412,1
3747.56,2.43317,1
3697.68,2.43246,1
3647.99,2.4314,1
3597.98,2.43033,1
3548.05,2.4293,1
3498.16,2.42823,1
3449.83,2.42719,1
3399.45,2.42597,1
3348.63,2.42476,1
3298.84,2.42342,1
3248.81,2.42194,1
3198.88,2.42058,1
3149.04,2.41904,1
3099.37,2.41748,1
3049.15,2.41587,1
2999.61,2.41417,1
2949.49,2.41255,1
2900.68,2.41054,1
2851.12,2.40821,1
2799.96,2.40609,1
2750.08,2.40359,1
2700.36,2.40102,1
2650.37,2.39853,1
2600.55,2.3958,1
2550.44,2.39281,1
2500.85,2.38945,1
2450.85,2.386,1
2400.92,2.38217,1
2351.75,2.37829,1
2303.11,2.37404,1
2251.36,2.36928,1
2201.49,2.36398,1
2151.7,2.35846,1
2101.64,2.35193,1
2051.92,2.34538,1
2002.03,2.33802,1
1952.14,2.32983,1
1902.21,2.32093,1
1852.29,2.31113,1
1804.89,2.30087,1
1752.8,2.28831,1
1702.66,2.27529,1
1652.84,2.26126,1
1603.06,2.24539,1
1553.18,2.22816,1
1503.32,2.20911,1
1453.44,2.18838,1
1403.43,2.16549,1
1353.61,2.1407,1
1303.79,2.11354,1
1256.23,2.08512,1
1204.07,2.05114,1
1154,2.0158,1
1104.41,1.97741,1
1054.33,1.93599,1
1004.42,1.89154,1
954.685,1.84362,1
904.744,1.79217,1
854.833,1.73754,1
805.051,1.67932,1
755.153,1.61788,1
707.268,1.55547,1
655.935,1.48413,1
605.495,1.41049,1
555.727,1.33346,1
505.727,1.25122,1
456.061,1.16567,1
406.065,1.07367,1
356.292,0.97548,1
306.289,0.8694,1
256.581,0.75442,1
206.727,0.63086,1
157.602,0.50309,1
108.432,0.37343,1
56.9763,0.2371,1
6.90851,0.10394,1
