H (Oe),Mx (emu),,,
2294.56422,0.00018539,0.000000035915852,0.000000035915852,
2342.175509,0.0001871,-0.000000036839754,1000.000000000000000,
2494.456656,0.00018149,0.000000129487117,0.000000129487117,
2594.852744,0.00019449,-0.000000052936733,1000.000000000000000,
2691.949782,0.00018935,-0.000000097812430,1000.000000000000000,
2794.595223,0.00017931,0.000000119074607,0.000000119074607,
2892.517024,0.00019097,0.000000129216231,0.000000129216231,
2993.587918,0.00020403,-0.000000176247990,1000.000000000000000,
3046.297739,0.00019474,0.000000010608357,0.000000010608357,
3196.179576,0.00019633,0.000000041261879,0.000000041261879,
3292.151938,0.00020029,0.000000074276125,0.000000074276125,
3347.486004,0.0002044,0.000000109166160,0.000000109166160,
3451.181142,0.00021572,-0.000000097716503,1000.000000000000000,
3592.815355,0.00020188,0.000000077386176,0.000000077386176,
3697.485212,0.00020998,-0.000000053766509,1000.000000000000000,
3788.434021,0.00020509,-0.000000040105443,1000.000000000000000,
3894.90336,0.00020082,-0.000000068139068,1000.000000000000000,
3987.801608,0.00019449,0.000000129344353,0.000000129344353,
4094.570861,0.0002083,-0.000000108248219,1000.000000000000000,
4191.293007,0.00019783,0.000000082586396,0.000000082586396,
4295.063124,0.0002064,0.000000030700663,0.000000030700663,
4394.409514,0.00020945,0.000000019067365,0.000000019067365,
4494.580668,0.00021136,0.000000133691822,0.000000133691822,
4588.303678,0.00022389,-0.000000088880550,1000.000000000000000,
4686.525392,0.00021516,-0.000000064210287,1000.000000000000000,
4751.15678,0.00021101,0.000000089505045,0.000000089505045,
4892.266144,0.00022364,0.000000020302033,0.000000020302033,
4995.211498,0.00022573,0.000000075135971,0.000000075135971,
5088.109745,0.00023271,-0.000000115024296,1000.000000000000000,
5187.306179,0.0002213,0.000000921391355,0.000000921391355,
5292.950756,0.00031864,-0.000001018521594,1000.000000000000000,
5390.572643,0.00021921,-0.000000041998325,1000.000000000000000,
5492.243364,0.00021494,-0.000000037041955,1000.000000000000000,
5588.890532,0.00021136,-0.000000025606581,1000.000000000000000,
5690.036405,0.00020877,-0.000000061034521,1000.000000000000000,
5791.782104,0.00020256,-0.000000086516792,1000.000000000000000,
5891.878279,0.0001939,0.000000113839028,0.000000113839028,
5990.174972,0.00020509,0.000000000000000,1000.000000000000000,
5990.174972,0.00020646,0.000000076745175,0.000000076745175,
5888.279315,0.00019864,-0.000000277635890,1000.000000000000000,
5805.65311,0.00022158,0.000000254325534,0.000000254325534,
5743.645966,0.00020581,-0.000000091806562,1000.000000000000000,
5644.524511,0.00021491,0.000000071784482,0.000000071784482,
5545.478034,0.0002078,-0.000000176443068,1000.000000000000000,
5391.547362,0.00023496,0.000000209836802,0.000000209836802,
5295.425043,0.00021479,0.000000246310749,0.000000246310749,
5197.053372,0.00019056,-0.000000198816235,1000.000000000000000,
5096.35737,0.00021058,-0.000000088843808,1000.000000000000000,
5002.034533,0.00021896,0.000000148521071,0.000000148521071,
4897.739567,0.00020347,0.000000110167719,0.000000110167719,
4800.342615,0.00019274,-0.000000238148899,1000.000000000000000,
4752.431413,0.00020415,-0.000000022572585,1000.000000000000000,
4597.376065,0.00020765,-0.000000033498016,1000.000000000000000,
4500.653919,0.00021089,0.000000118872715,0.000000118872715,
4396.50891,0.00019851,0.000000274210620,0.000000274210620,
4348.297794,0.00018529,-0.000000153285207,1000.000000000000000,
4245.352439,0.00020107,0.000000029085663,0.000000029085663,
4098.544717,0.0001968,0.000000008942184,0.000000008942184,
4045.984852,0.00019633,-0.000000045077577,1000.000000000000000,
3949.262706,0.00020069,0.000000151327788,0.000000151327788,
3860.713206,0.00018729,-0.000000088039985,1000.000000000000000,
3696.810406,0.00020172,-0.000000089527691,1000.000000000000000,
3598.963584,0.00021048,0.000000132147272,0.000000132147272,
3492.794158,0.00019645,-0.000000018150589,1000.000000000000000,
3393.072876,0.00019826,0.000000159943482,0.000000159943482,
3295.600945,0.00018267,0.000000071870285,0.000000071870285,
3197.229274,0.0001756,-0.000000159198047,1000.000000000000000,
3093.459157,0.00019212,0.000000042074390,0.000000042074390,
2995.537356,0.000188,0.000000019180882,0.000000019180882,
2894.916333,0.00018607,0.000000011538024,0.000000011538024,
2792.645784,0.00018489,-0.000000025675841,1000.000000000000000,
2694.499048,0.00018741,-0.000000016039603,1000.000000000000000,
2591.628673,0.00018906,0.000000040124112,0.000000040124112,
2493.931807,0.00018514,0.000000025999549,0.000000025999549,
2393.160827,0.00018252,-0.000000004251286,1000.000000000000000,
2292.014954,0.00018295,-0.000000006178249,1000.000000000000000,
2190.044319,0.00018358,0.000000007618340,0.000000007618340,
2091.59767,0.00018283,0.000000047024059,0.000000047024059,
1994.200718,0.00017825,-0.000000249347059,1000.000000000000000,
1992.476214,0.00017868,-0.000000018195853,1000.000000000000000,
1940.816091,0.00017962,0.000000059543335,0.000000059543335,
1865.912661,0.00017516,-0.000000020709896,1000.000000000000000,
1841.769614,0.00017566,0.000000099780340,0.000000099780340,
1791.459102,0.00017064,-0.000000039998275,1000.000000000000000,
1715.955845,0.00017366,0.000000022840419,0.000000022840419,
1691.437906,0.0001731,-0.000000006254953,1000.000000000000000,
1641.877178,0.00017341,0.000000083929887,0.000000083929887,
1567.648554,0.00016718,-0.000000032379264,1000.000000000000000,
1541.706025,0.00016802,-0.000000055746860,1000.000000000000000,
1494.169715,0.00017067,0.000000102403061,0.000000102403061,
1445.733663,0.00016571,0.000000042779612,0.000000042779612,
1386.125829,0.00016316,-0.000000000705671,1000.000000000000000,
1343.613071,0.00016319,-0.000000032687172,1000.000000000000000,
1294.052344,0.00016481,0.000000029903975,0.000000029903975,
1243.891789,0.00016331,-0.000000082597505,1000.000000000000000,
1187.957896,0.00016793,0.000000180269505,0.000000180269505,
1137.422449,0.00015882,-0.000000132870333,1000.000000000000000,
1097.533936,0.00016412,0.000000122463241,0.000000122463241,
1048.947928,0.00015817,0.000000111378509,0.000000111378509,
999.3872,0.00015265,0.000000244435741,0.000000244435741,
978.318268,0.0001475,-0.000000446354918,1000.000000000000000,
946.527423,0.00016169,0.000000102355047,0.000000102355047,
930.407065,0.00016004,0.000000232101449,0.000000232101449,
918.86039,0.00015736,0.000000074260429,0.000000074260429,
885.195085,0.00015486,0.000000700464113,0.000000700464113,
875.672827,0.00014819,-0.000000405891124,1000.000000000000000,
856.628311,0.00015592,-0.000000054540331,1000.000000000000000,
834.809595,0.00015711,-0.000000141642840,1000.000000000000000,
815.465165,0.00015985,0.000000146708903,0.000000146708903,
786.97337,0.00015567,0.000000171832423,0.000000171832423,
770.853013,0.0001529,-0.000000140088288,1000.000000000000000,
760.431014,0.00015436,0.000000169455179,0.000000169455179,
738.537319,0.00015065,-0.000000114975626,1000.000000000000000,
718.967954,0.0001529,0.000000135753371,0.000000135753371,
702.172791,0.00015062,0.000000168509325,0.000000168509325,
675.705413,0.00014616,-0.000000044932723,1000.000000000000000,
661.684451,0.00014679,-0.000000072832028,1000.000000000000000,
629.143822,0.00014916,0.000000163569101,0.000000163569101,
605.300688,0.00014526,-0.000000346766504,1000.000000000000000,
594.428819,0.00014903,0.000000076703053,0.000000076703053,
559.48888,0.00014635,0.000000501293821,0.000000501293821,
555.140133,0.00014417,-0.000000304121526,1000.000000000000000,
543.368523,0.00014775,0.000000056770474,0.000000056770474,
517.650929,0.00014629,0.000000398885947,0.000000398885947,
501.380614,0.0001398,0.000000069031600,0.000000069031600,
486.459911,0.00013877,-0.000000140442040,1000.000000000000000,
455.343872,0.00014314,0.000000143297066,0.000000143297066,
439.223514,0.00014083,-0.000000194703254,1000.000000000000000,
428.951472,0.00014283,0.000000056794661,0.000000056794661,
397.610498,0.00014105,0.000000101406603,0.000000101406603,
379.465723,0.00013921,-0.000000210412547,1000.000000000000000,
355.322676,0.00014429,0.000000342344531,0.000000342344531,
341.301713,0.00013949,-0.000000189340240,1000.000000000000000,
332.904132,0.00014108,0.000000228637247,0.000000228637247,
301.4132,0.00013388,-0.000000665080373,1000.000000000000000,
290.166439,0.00014136,0.000000408068549,0.000000408068549,
273.821146,0.00013469,-0.000000056726287,1000.000000000000000,
250.727796,0.000136,-0.000000006988912,1000.000000000000000,
233.557741,0.00013612,-0.000000209384287,1000.000000000000000,
212.113916,0.00014061,0.000000633123466,0.000000633123466,
199.367587,0.00013254,0.000000276169017,0.000000276169017,
178.148697,0.00012668,-0.000000565023124,1000.000000000000000,
162.928081,0.00013528,-0.000000114235785,1000.000000000000000,
145.683047,0.00013725,0.000000706951964,0.000000706951964,
133.461566,0.00012861,-0.000000102866495,1000.000000000000000,
105.269685,0.00013151,0.000000045083401,0.000000045083401,
89.299284,0.00013079,0.000000351833665,0.000000351833665,
68.380308,0.00012343,0.000000097282904,0.000000097282904,
62.007143,0.00012281,0.000000148329308,0.000000148329308,
21.893695,0.00011686,-0.000003534350877,1000.000000000000000,
17.844861,0.00013117,-0.000000017523293,1000.000000000000000,
7.572819,0.00013135,-0.000001306436745,1000.000000000000000,
-22.11863,0.00017014,0.000001931028946,0.000001931028946,
-44.837088,0.00012627,0.000000012726310,0.000000012726310,
-64.481431,0.00012602,0.000000311200706,0.000000311200706,
-82.701184,0.00012035,-0.000000639346993,1000.000000000000000,
-99.421369,0.00013104,0.000000384585602,0.000000384585602,
-132.261912,0.00011841,0.000000174167789,0.000000174167789,
-151.381406,0.00011508,-0.000001033948440,1000.000000000000000,
-159.254139,0.00012322,0.000000078524481,0.000000078524481,
-192.61953,0.0001206,0.000000136519990,0.000000136519990,
-227.559468,0.00011583,0.000000017366110,0.000000017366110,
-241.955323,0.00011558,-0.000000386835760,1000.000000000000000,
-259.275335,0.00012228,0.000000144041471,0.000000144041471,
-281.768857,0.00011904,0.000000259509732,0.000000259509732,
-303.887488,0.0001133,0.000000172956951,0.000000172956951,
-320.307759,0.00011046,0.000000222968077,0.000000222968077,
-344.75072,0.00010501,-0.000000123384958,1000.000000000000000,
-375.791781,0.00010884,-0.000000233985506,1000.000000000000000,
-384.339319,0.00011084,0.000000129625330,0.000000129625330,
-411.031633,0.00010738,-0.000000081769573,1000.000000000000000,
-436.224378,0.00010944,0.000000450954922,0.000000450954922,
-451.370016,0.00010261,-0.000000086215298,1000.000000000000000,
-472.36397,0.00010442,0.000000002837696,0.000000002837696,
-497.031867,0.00010435,-0.000000016738963,1000.000000000000000,
-515.551533,0.00010466,0.000000096112324,0.000000096112324,
-539.169732,0.00010239,0.000000146820981,0.000000146820981,
-557.014593,0.00009977,0.000000057918402,0.000000057918402,
-575.834173,0.00009868,0.000000033666649,0.000000033666649,
-599.002502,0.0000979,0.000000177286825,0.000000177286825,
-605.150731,0.00009681,0.000000087121857,0.000000087121857,
-642.340021,0.00009357,0.000000000000000,1000.000000000000000,
-658.010509,0.00009357,0.000000218667607,0.000000218667607,
-664.458652,0.00009216,-0.000000028494851,1000.000000000000000,
-689.726375,0.00009288,0.000000078983778,0.000000078983778,
-718.593062,0.0000906,0.000000017591977,0.000000017591977,
-743.036023,0.00009017,0.000000078422577,0.000000078422577,
-761.780625,0.0000887,0.000000144185652,0.000000144185652,
-781.200033,0.0000859,0.000000410374568,0.000000410374568,
-791.921945,0.0000815,-0.000000019788090,1000.000000000000000,
-817.189669,0.000082,-0.000000106799587,1000.000000000000000,
-836.759033,0.00008409,-0.000000858463103,1000.000000000000000,
-863.376368,0.00010694,0.000000998936225,0.000000998936225,
-885.569977,0.00008477,0.000000949385744,0.000000949385744,
-898.241328,0.00007274,-0.000000532671200,1000.000000000000000,
-922.759267,0.0000858,0.000000426115456,0.000000426115456,
-943.528286,0.00007695,-0.000000693104478,1000.000000000000000,
-962.19791,0.00008989,-0.000000344384864,1000.000000000000000,
-983.191864,0.00009712,0.000001587275748,0.000001587275748,
-1002.911185,0.00006582,0.000000044213928,0.000000044213928,
-1098.808569,0.00006158,0.000000619148451,0.000000619148451,
-1108.030913,0.00005587,0.000000032851563,0.000000032851563,
-1179.260401,0.00005353,0.000000183980288,0.000000183980288,
-1215.025102,0.00004695,0.000000138014021,0.000000138014021,
-1294.727149,0.00003595,0.000000476973447,0.000000476973447,
-1307.998328,0.00002962,0.000000304525239,0.000000304525239,
-1356.434379,0.00001487,0.000000065018718,0.000000065018718,
-1416.417106,0.00001097,0.000000268135653,0.000000268135653,
-1452.331763,0.00000134,0.000000203415875,0.000000203415875,
-1504.441757,-0.00000926,0.000000283367699,0.000000283367699,
-1557.376513,-0.00002426,0.000000197209451,0.000000197209451,
-1608.286852,-0.0000343,0.000000080695501,0.000000080695501,
-1706.433588,-0.00004222,0.000004780324437,0.000004780324437,
-1709.282767,-0.00005584,0.000000084340973,0.000000084340973,
-1758.843495,-0.00006002,0.000000227599562,0.000000227599562,
-1808.404223,-0.0000713,0.000000339509800,0.000000339509800,
-1858.564778,-0.00008833,0.000000138989290,0.000000138989290,
-1913.748886,-0.000096,0.000000236332971,0.000000236332971,
-1959.785628,-0.00010688,0.000000091773256,0.000000091773256,
-2107.867984,-0.00012047,0.000000145843898,0.000000145843898,
-2207.289353,-0.00013497,0.000000046949241,0.000000046949241,
-2307.610463,-0.00013968,0.000000076297349,0.000000076297349,
-2408.5314,-0.00014738,0.000000158180307,0.000000158180307,
-2506.078309,-0.00016281,0.000000103019528,0.000000103019528,
-2607.224181,-0.00017323,-0.000000013745555,1000.000000000000000,
-2707.62027,-0.00017185,0.000000070654679,0.000000070654679,
-2809.665883,-0.00017906,0.000000065745155,0.000000065745155,
-2905.338332,-0.00018535,-0.000000032104339,1000.000000000000000,
-3006.259269,-0.00018211,0.000000188772296,0.000000188772296,
-3054.995234,-0.00019131,0.000000021058694,0.000000021058694,
-3203.152568,-0.00019443,0.000000106082127,0.000000106082127,
-3303.923549,-0.00020512,-0.000000251162194,1000.000000000000000,
-3405.969162,-0.00017949,0.000000205346986,0.000000205346986,
-3507.115034,-0.00020026,0.000000035139857,0.000000035139857,
-3607.286187,-0.00020378,0.000000072390258,0.000000072390258,
-3706.332664,-0.00021095,-0.000000003051309,1000.000000000000000,
-3807.928407,-0.00021064,0.000000000610863,0.000000000610863,
-3906.150122,-0.0002107,-0.000000043152629,1000.000000000000000,
-4005.796426,-0.0002064,0.000000087318237,0.000000087318237,
-4103.943162,-0.00021497,0.000000073422798,0.000000073422798,
-4206.363667,-0.00022249,-0.000000275276721,1000.000000000000000,
-4301.286332,-0.00019636,0.000000104748574,0.000000104748574,
-4399.80796,-0.00020668,0.000000036356849,0.000000036356849,
-4505.152623,-0.00021051,0.000000036819802,0.000000036819802,
-4605.098841,-0.00021419,-0.000000081030781,1000.000000000000000,
-4702.345836,-0.00020631,-0.000000079307337,1000.000000000000000,
-4805.741061,-0.00019811,0.000000173761908,0.000000173761908,
-4900.813682,-0.00021463,0.000000060711120,0.000000060711120,
-5004.583799,-0.00022093,-0.000000076706966,1000.000000000000000,
-5059.467993,-0.00021672,-0.000000051448230,1000.000000000000000,
-5206.800565,-0.00020914,0.000000164819596,0.000000164819596,
-5304.422452,-0.00022523,-0.000000062279310,1000.000000000000000,
-5406.543044,-0.00021887,-0.000000196341355,1000.000000000000000,
-5503.415147,-0.00019985,0.000000005471661,0.000000005471661,
-5605.760674,-0.00020041,0.000001042213724,0.000001042213724,
-5701.882993,-0.00030059,-0.000000982603871,1000.000000000000000,
-5803.103844,-0.00020113,-0.000000038600025,1000.000000000000000,
-5907.248853,-0.00019711,0.000000009100659,0.000000009100659,
-6002.846323,-0.00019798,0.000014310788174,0.000014310788174,
-6003.596107,-0.00020871,0.000000038502232,0.000000038502232,
-5906.199155,-0.00020496,-0.000000193965838,1000.000000000000000,
-5813.450864,-0.00022295,0.000000065238270,0.000000065238270,
-5709.830704,-0.00021619,0.000000116208320,0.000000116208320,
-5618.357047,-0.00020556,-0.000000322363975,1000.000000000000000,
-5516.236455,-0.00023848,0.000000612023868,0.000000612023868,
-5409.917072,-0.00017341,-0.000000065017455,1000.000000000000000,
-5311.020552,-0.00017984,-0.000000087531846,1000.000000000000000,
-5216.997629,-0.00018807,-0.000000360325671,1000.000000000000000,
-5158.439492,-0.00020917,0.000000047595402,0.000000047595402,
-5062.842022,-0.00020462,-0.000000095843835,1000.000000000000000,
-4971.443342,-0.00021338,0.000000027157140,0.000000027157140,
-4855.451745,-0.00021023,-0.000000019988348,1000.000000000000000,
-4711.868094,-0.0002131,0.000000233313469,0.000000233313469,
-4654.434633,-0.0001997,-0.000000144832572,1000.000000000000000,
-4555.838027,-0.00021398,-0.000000005594619,1000.000000000000000,
-4455.741852,-0.00021454,0.000000001918032,0.000000001918032,
-4309.758892,-0.00021426,0.000000221313715,0.000000221313715,
-4213.78653,-0.00019302,-0.000000153920002,1000.000000000000000,
-4109.641521,-0.00020905,-0.000000016116724,1000.000000000000000,
-4066.82885,-0.00020974,-0.000000021461059,1000.000000000000000,
-3958.260115,-0.00021207,0.000000098466367,0.000000098466367,
-3807.853429,-0.00019726,-0.000000017005143,1000.000000000000000,
-3706.707556,-0.00019898,0.000000178932878,0.000000178932878,
-3607.061252,-0.00018115,-0.000000253859247,1000.000000000000000,
-3507.714861,-0.00020637,-0.000000005025310,1000.000000000000000,
-3408.218514,-0.00020687,0.000000048580429,0.000000048580429,
-3307.972383,-0.000202,0.000000098639508,0.000000098639508,
-3207.201402,-0.00019206,-0.000000097687646,1000.000000000000000,
-3105.755616,-0.00020197,0.000000100825046,0.000000100825046,
-3005.284549,-0.00019184,0.000000063192073,0.000000063192073,
-2906.537986,-0.0001856,-0.000000011978291,1000.000000000000000,
-2807.191596,-0.00018679,-0.000000003358992,1000.000000000000000,
-2705.970745,-0.00018713,-0.000000043258396,1000.000000000000000,
-2605.87457,-0.00019146,0.000000085724729,0.000000085724729,
-2505.55346,-0.00018286,-0.000000072552657,1000.000000000000000,
-2403.282912,-0.00019028,0.000000086787830,0.000000086787830,
-2304.536348,-0.00018171,-0.000000095123968,1000.000000000000000,
-2203.615411,-0.00019131,0.000000053287325,0.000000053287325,
-2105.843567,-0.0001861,0.000000076696215,0.000000076696215,
-2005.447479,-0.0001784,-0.000000960960386,1000.000000000000000,
-2002.523321,-0.00018121,-0.000000002857237,1000.000000000000000,
-1904.526542,-0.00018149,0.000000162728003,0.000000162728003,
-1876.934487,-0.000177,-0.000000013423778,1000.000000000000000,
-1853.841138,-0.00017731,0.000000028684729,0.000000028684729,
-1772.26463,-0.00017497,-0.000000419411523,1000.000000000000000,
-1754.644704,-0.00018236,0.000000307612226,0.000000307612226,
-1704.484149,-0.00016693,0.000000044329309,0.000000044329309,
-1652.374156,-0.00016462,-0.000000195082616,1000.000000000000000,
-1557.901361,-0.00018305,0.000001007307542,0.000001007307542,
-1552.203002,-0.00017731,0.000000111962058,0.000000111962058,
-1466.727617,-0.00016774,-0.000000351839548,1000.000000000000000,
-1454.506137,-0.00017204,0.000000004525588,0.000000004525588,
-1379.377772,-0.0001717,0.000000248535710,0.000000248535710,
-1357.409098,-0.00016624,-0.000000027229511,1000.000000000000000,
-1281.755885,-0.0001683,0.000000451202015,0.000000451202015,
-1256.113269,-0.00015673,-0.000000091460801,1000.000000000000000,
-1207.677218,-0.00016116,0.000000001929979,0.000000001929979,
-1109.230568,-0.00016097,-0.000001319920124,1000.000000000000000,
-1104.88182,-0.00016671,0.000000151758078,0.000000151758078,
-1034.177182,-0.00015598,-0.000000024153935,1000.000000000000000,
-1005.610408,-0.00015667,0.000002131906274,0.000002131906274,
-990.91464,-0.00012534,-0.000001596226735,1000.000000000000000,
-957.849162,-0.00017812,0.000001904138005,0.000001904138005,
-943.228373,-0.00015028,-0.000000224247555,1000.000000000000000,
-927.932777,-0.00015371,0.000000626062593,0.000000626062593,
-908.813283,-0.00014174,-0.000000810745179,1000.000000000000000,
-890.743487,-0.00015639,0.000000097805934,0.000000097805934,
-873.873345,-0.00015474,0.000000047045508,0.000000047045508,
-830.085955,-0.00015268,0.000000000000000,1000.000000000000000,
-830.085955,-0.00017503,0.000000623449927,0.000000623449927,
-798.29511,-0.00015521,0.000000257942287,0.000000257942287,
-783.524364,-0.0001514,0.000000276478620,0.000000276478620,
-773.252322,-0.00014856,-0.000000051091175,1000.000000000000000,
-739.587017,-0.00015028,-0.000000106280593,1000.000000000000000,
-725.191162,-0.00015181,0.000000155743766,0.000000155743766,
-713.569509,-0.00015,-0.000000052875183,1000.000000000000000,
-688.226807,-0.00015134,0.000000010616655,0.000000010616655,
-673.156147,-0.00015118,-0.000000053533289,1000.000000000000000,
-651.487387,-0.00015234,0.000000315286847,0.000000315286847,
-631.09326,-0.00014591,-0.000000010780625,1000.000000000000000,
-598.627609,-0.00014626,-0.000000038834711,1000.000000000000000,
-573.134951,-0.00014725,0.000001933889699,0.000001933889699,
-571.185512,-0.00014348,-0.000000100566588,1000.000000000000000,
-552.590867,-0.00014535,0.000000097774292,0.000000097774292,
-531.521934,-0.00014329,-0.000000048794537,1000.000000000000000,
-516.151361,-0.00014404,0.000000048032476,0.000000048032476,
-494.707536,-0.00014301,0.000000014474452,0.000000014474452,
-475.363107,-0.00014273,0.000000002139653,0.000000002139653,
-461.342144,-0.0001427,0.000000104873500,0.000000104873500,
-443.797197,-0.00014086,0.000000052149844,0.000000052149844,
-410.431805,-0.00013912,-0.000000196599811,1000.000000000000000,
-400.30972,-0.00014111,0.000000025007200,0.000000025007200,
-367.919048,-0.0001403,0.000000044872733,0.000000044872733,
-351.873669,-0.00013958,-0.000000138928889,1000.000000000000000,
-344.675742,-0.00014058,0.000000117486261,0.000000117486261,
-314.459443,-0.00013703,0.000000255842884,0.000000255842884,
-298.863934,-0.00013304,-0.000000329865974,1000.000000000000000,
-289.041763,-0.00013628,0.000000101636977,0.000000101636977,
-265.723478,-0.00013391,0.000000110713983,0.000000110713983,
-246.30407,-0.00013176,-0.000000246775380,1000.000000000000000,
-219.761714,-0.00013831,0.000000089152228,0.000000089152228,
-205.740752,-0.00013706,0.000000614772647,0.000000614772647,
-193.069401,-0.00012927,-0.000000389178091,1000.000000000000000,
-160.153879,-0.00014208,0.000000703906533,0.000000703906533,
-157.454657,-0.00014018,0.000000125278786,0.000000125278786,
-126.563553,-0.00013631,0.000000585710778,0.000000585710778,
-114.117137,-0.00012902,-0.000001003463537,1000.000000000000000,
-107.818951,-0.00013534,0.000000297083950,0.000000297083950,
-91.998507,-0.00013064,0.000000114112275,0.000000114112275,
-71.229488,-0.00012827,0.000000051855260,0.000000051855260,
-23.018371,-0.00012577,-0.000012937070709,1000.000000000000000,
-22.343566,-0.0001345,0.000004607039358,0.000004607039358,
-19.719321,-0.00012241,0.000000217475549,0.000000217475549,
0.374892,-0.00011804,-0.000001817010546,1000.000000000000000,
21.293868,-0.00015605,0.000000241378285,0.000000241378285,
45.736829,-0.00015015,0.000002348400109,0.000002348400109,
62.756927,-0.00011018,-0.000000605233763,1000.000000000000000,
96.347254,-0.00013051,0.000000692176654,0.000000692176654,
118.465885,-0.0001152,0.000000151805224,0.000000151805224,
136.910573,-0.0001124,-0.000000113554704,1000.000000000000000,
168.701418,-0.00011601,-0.000000112773778,1000.000000000000000,
188.120826,-0.0001182,-0.000000283973306,1000.000000000000000,
203.791313,-0.00012265,0.000000583994556,0.000000583994556,
229.134015,-0.00010785,-0.000000390859114,1000.000000000000000,
252.90217,-0.00011714,0.000000458889181,0.000000458889181,
257.325896,-0.00011511,0.000000057130875,0.000000057130875,
307.56143,-0.00011224,0.000000324322457,0.000000324322457,
324.581528,-0.00010672,-0.000000351676702,1000.000000000000000,
339.652188,-0.00011202,0.000000218334464,0.000000218334464,
