9976.8,1.74772
9925.96,1.7479
9876.03,1.748
9826.28,1.74802
9776.65,1.74807
9726.31,1.74819
9676.64,1.74812
9626.89,1.74806
9576.61,1.74806
9526.93,1.74804
9479.09,1.74798
9427.83,1.74792
9377.44,1.748
9327.64,1.7479
9277.83,1.74783
9227.79,1.74777
9178.23,1.74776
9128.33,1.74767
9077.86,1.74769
9028.47,1.7476
8978.81,1.7477
8930.21,1.7476
8880.57,1.74743
8829.2,1.74734
8779.27,1.7472
8729.57,1.74701
8679.32,1.74687
8629.54,1.74705
8579.97,1.74714
8529.95,1.74698
8480.14,1.74687
8430.13,1.7468
8381.67,1.74673
8332.63,1.74654
8280.47,1.74655
8230.61,1.74643
8180.96,1.74641
8131.05,1.7461
8081.28,1.74603
8031.38,1.7456
7981.33,1.74528
7931.76,1.74576
7881.6,1.74601
7834.21,1.7459
7781.87,1.74573
7732.12,1.74566
7682.09,1.7452
7632.51,1.74474
7582.67,1.74467
7532.75,1.74466
7482.51,1.74421
7432.89,1.74417
7382.96,1.74404
7333.21,1.74389
7285.24,1.74384
7233.74,1.74377
7183.43,1.74362
7133.69,1.74342
7083.76,1.74335
7033.9,1.74304
6984.04,1.74298
6934.4,1.74307
6884.53,1.74301
6834.58,1.74279
6784.48,1.74269
6735.81,1.74252
6686.41,1.74241
6634.93,1.74222
6585.29,1.74202
6535.19,1.74184
6485.39,1.74177
6435.39,1.74163
6385.91,1.74152
6335.66,1.74135
6285.77,1.74121
6236.25,1.7411
6186.63,1.74081
6138.83,1.74065
6086.57,1.74059
6036.48,1.74032
5986.82,1.74015
5936.83,1.74007
5886.96,1.73998
5837.13,1.73972
5787.33,1.73954
5737.4,1.73925
5687.37,1.73905
5639.69,1.7389
5588.39,1.73871
5537.87,1.7385
5488.19,1.73833
5438,1.73794
5388.44,1.73767
5338.6,1.73752
5288.53,1.73732
5238.69,1.73711
5188.79,1.73687
5138.99,1.73663
5091.15,1.73647
5039.83,1.73631
4989.22,1.73607
4939.7,1.73599
4889.69,1.73582
4839.68,1.73559
4790.02,1.73532
4739.96,1.73503
4690.33,1.73478
4640.16,1.73454
4590.82,1.73429
4542.15,1.73402
4491.71,1.7337
4440.79,1.7333
4391.11,1.73312
4341.23,1.73279
4291.25,1.73232
4241.45,1.732
4191.61,1.73161
4141.83,1.73116
4091.74,1.7309
4042.09,1.73049
3992.66,1.73012
3944.36,1.72965
3892.35,1.72927
3842.29,1.72876
3792.64,1.72832
3742.7,1.72782
3692.96,1.72738
3642.88,1.72687
3593.15,1.72635
3543.14,1.7257
3493.34,1.7252
3446.1,1.72464
3394.17,1.72395
3343.64,1.72326
3293.92,1.72257
3243.89,1.72193
3194.1,1.72126
3144.17,1.72039
3094.31,1.71963
3044.26,1.71884
2994.64,1.71793
2944.76,1.71706
2896.08,1.716
2845.8,1.715
2795.13,1.71377
2745.08,1.7126
2695.39,1.71128
2645.42,1.70989
2595.63,1.70839
2545.78,1.70688
2495.8,1.70514
2446.06,1.7033
2395.98,1.70128
2347.83,1.69922
2297.64,1.69687
2246.41,1.69413
2196.69,1.6913
2146.76,1.68823
2096.9,1.68475
2047.03,1.68084
1997.23,1.67647
1947.24,1.67139
1897.26,1.66568
1847.42,1.65915
1798.17,1.65177
1749.65,1.64336
1697.93,1.63295
1647.92,1.62149
1598.18,1.60808
1548.28,1.59273
1498.4,1.57485
1448.52,1.55427
1398.84,1.53137
1348.84,1.50537
1298.85,1.47619
1251.57,1.44601
1199.76,1.40935
1149.43,1.37105
1099.36,1.3302
1049.59,1.28696
999.454,1.24108
949.857,1.19339
899.933,1.14357
850.074,1.09203
800.099,1.03865
750.202,0.98379
702.206,0.92964
650.973,0.87065
600.594,0.81137
550.762,0.75174
500.969,0.69112
451.12,0.62977
401.267,0.56714
351.291,0.50373
301.517,0.43972
251.685,0.37518
201.845,0.30973
153.969,0.24671
102.503,0.17797
52.2367,0.11095
2.15328,0.04426
-47.7493,-0.023
-97.4789,-0.08945
-147.29,-0.15602
-197.385,-0.22282
-247.317,-0.28871
-297.021,-0.35511
-347.16,-0.42099
-395.855,-0.48462
-445.229,-0.54962
-496.543,-0.61603
-546.405,-0.68
-596.154,-0.74336
-646.148,-0.80584
-695.969,-0.86754
-746.048,-0.92797
-795.819,-0.98706
-845.84,-1.04493
-895.545,-1.10091
-945.009,-1.15454
-993.348,-1.20496
-1045.13,-1.25658
-1095.09,-1.30356
-1145.12,-1.34753
-1194.8,-1.38856
-1244.81,-1.42651
-1294.7,-1.46116
-1344.34,-1.49232
-1394.05,-1.52037
-1444.17,-1.54537
-1491.33,-1.56616
-1543.82,-1.58645
-1593.77,-1.60307
-1643.79,-1.61745
-1693.49,-1.62981
-1743.52,-1.64061
-1793.12,-1.6498
-1843.33,-1.65778
-1893.02,-1.66465
-1942.82,-1.67074
-1992.95,-1.67598
-2040.51,-1.68039
-2091.92,-1.6847
-2142.43,-1.68841
-2192.41,-1.69178
-2242.15,-1.69467
-2291.94,-1.69734
-2341.87,-1.69978
-2391.7,-1.70201
-2441.57,-1.70412
-2491.57,-1.70606
-2541.33,-1.70773
-2590.4,-1.70935
-2639.73,-1.71093
-2690.78,-1.71232
-2740.75,-1.71372
-2790.74,-1.71495
-2840.71,-1.71605
-2890.34,-1.71706
-2940.41,-1.7182
-2990,-1.71921
-3040.23,-1.72013
-3089.91,-1.72101
-3137.31,-1.72177
-3189.7,-1.72258
-3239.67,-1.72338
-3289.45,-1.7241
-3339.23,-1.7248
-3389.21,-1.72548
-3439.05,-1.72608
-3488.92,-1.72667
-3538.87,-1.72725
-3588.68,-1.72785
-3638.6,-1.7284
-3685.86,-1.72903
-3738.28,-1.72946
-3788.14,-1.72998
-3838.05,-1.73045
-3887.94,-1.73083
-3937.81,-1.7313
-3987.67,-1.73168
-4037.65,-1.7321
-4087.4,-1.73248
-4137.2,-1.73286
-4187.04,-1.73323
-4235.56,-1.73356
-4286.36,-1.73401
-4336.69,-1.73436
-4386.77,-1.73462
-4436.45,-1.73504
-4486.38,-1.73534
-4536.15,-1.7356
-4586.18,-1.73592
-4635.79,-1.73615
-4685.88,-1.73648
-4735.7,-1.73678
-4784.19,-1.73709
-4833.89,-1.73728
-4885.34,-1.73756
-4935.21,-1.7378
-4985.09,-1.73811
-5034.82,-1.73844
-5084.88,-1.73864
-5134.59,-1.73893
-5184.79,-1.73939
-5234.35,-1.73967
-5284.28,-1.73989
-5333.18,-1.74027
-5382.73,-1.7404
-5433.99,-1.74072
-5483.77,-1.74087
-5533.77,-1.74118
-5583.65,-1.74134
-5633.47,-1.74155
-5683.53,-1.74175
-5733.19,-1.742
-5782.98,-1.74212
-5832.95,-1.7423
-5882.3,-1.74245
-5930.67,-1.7427
-5982.73,-1.74291
-6032.34,-1.74306
-6082.15,-1.74316
-6132.32,-1.74342
-6181.85,-1.74365
-6231.96,-1.7437
-6281.67,-1.74392
-6331.8,-1.74421
-6381.37,-1.74431
-6428.93,-1.74442
-6481.2,-1.74467
-6531.26,-1.74485
-6580.88,-1.74505
-6630.63,-1.74523
-6680.65,-1.74532
-6730.66,-1.74558
-6780.55,-1.74567
-6830.3,-1.7458
-6880.27,-1.74594
-6930.28,-1.74612
-6977.9,-1.74627
-7029.3,-1.7464
-7079.63,-1.74651
-7129.64,-1.74667
-7179.34,-1.74686
-7229.23,-1.74698
-7279.26,-1.74707
-7329.18,-1.74727
-7379.02,-1.74737
-7428.83,-1.74753
-7478.66,-1.74766
-7527.35,-1.7478
-7576.81,-1.74792
-7628.22,-1.74796
-7678.29,-1.74795
-7727.96,-1.74801
-7777.85,-1.74812
-7827.65,-1.74823
-7877.67,-1.7483
-7927.45,-1.7484
-7977.42,-1.7486
-8027.26,-1.74853
-8076.7,-1.74873
-8124.78,-1.74906
-8177.03,-1.74936
-8226.68,-1.74947
-8276.65,-1.74956
-8326.42,-1.74962
-8376.27,-1.74982
-8426.01,-1.74993
-8476.15,-1.75003
-8525.9,-1.75023
-8575.61,-1.75033
-8623.61,-1.75011
-8675,-1.75021
-8725.4,-1.7504
-8775.19,-1.75055
-8825.03,-1.75079
-8874.93,-1.75101
-8924.77,-1.75106
-8974.73,-1.75117
-9024.36,-1.75126
-9074.31,-1.75135
-9124.21,-1.75148
-9172.13,-1.7516
-9223.42,-1.7517
-9273.84,-1.75179
-9323.89,-1.75203
-9373.43,-1.7521
-9423.33,-1.75221
-9473.22,-1.75232
-9523.19,-1.75241
-9573.05,-1.75257
-9623.05,-1.75267
-9672.52,-1.75275
-9721.3,-1.75289
-9771.48,-1.75304
